,formula,Temperature,target
1489,Fe0.947O1,500.0,51.848
1490,Fe0.947O1,400.0,50.38
1491,Fe0.947O1,300.0,48.183
1492,Fe0.947O1,298.0,48.11600000000001
1493,Be1Cl2,298.0,64.852
1494,Be1Cl2,1400.0,85.234
1495,Be1Cl2,1300.0,85.007
1496,Be1Cl2,1200.0,84.67200000000001
1497,Be1Cl2,1100.0,84.23
1498,Be1Cl2,1000.0,83.68
1499,Be1Cl2,900.0,83.023
1500,Be1Cl2,800.0,82.257
1501,Be1Cl2,700.0,81.358
1502,Be1Cl2,688.0,81.278
1503,Be1Cl2,600.0,80.082
1504,Be1Cl2,500.0,77.53
1505,Be1Cl2,400.0,72.76
1506,Be1Cl2,300.0,65.01899999999999
1507,Cl1K1,298.0,51.287
1508,Cl1K1,1400.0,82.006
1509,Cl1K1,1300.0,79.49600000000001
1510,Cl1K1,1200.0,76.149
1511,Cl1K1,1100.0,71.965
1512,Cl1K1,1044.0,69.28699999999999
1513,Cl1K1,1000.0,66.969
1514,Cl1K1,900.0,62.911
1515,Cl1K1,800.0,60.078
1516,Cl1K1,700.0,58.003
1517,Cl1K1,600.0,56.317
1518,Cl1K1,500.0,54.752
1519,Cl1K1,400.0,53.137
1520,Cl1K1,300.0,51.32899999999999
1521,F1Na1,2900.0,71.128
1522,F1Na1,2800.0,71.128
1523,F1Na1,2700.0,71.128
1524,F1Na1,2600.0,71.128
1525,F1Na1,2500.0,71.128
1526,F1Na1,2400.0,71.128
1527,F1Na1,2300.0,71.128
1528,F1Na1,2200.0,71.128
1529,F1Na1,2100.0,71.128
1530,F1Na1,2000.0,71.128
1531,F1Na1,1900.0,71.128
1532,F1Na1,1800.0,71.128
1533,F1Na1,1700.0,71.128
1534,F1Na1,1600.0,71.128
1535,F1Na1,1500.0,70.626
1536,F1Na1,1400.0,69.16199999999999
1537,F1Na1,1300.0,66.944
1538,F1Na1,1269.0,66.149
1539,F1Na1,1200.0,64.266
1540,F1Na1,1100.0,61.756
1541,F1Na1,1000.0,59.505
1542,F1Na1,900.0,57.492
1543,F1Na1,800.0,55.71
1544,F1Na1,700.0,54.124
1545,F1Na1,600.0,52.677
1546,F1Na1,500.0,51.262
1547,F1Na1,400.0,49.597
1548,F1Na1,300.0,46.924
1549,F1Na1,298.0,46.852
1550,H3O4P1,900.0,288.361
1551,H3O4P1,800.0,258.069
1552,H3O4P1,700.0,227.777
1553,H3O4P1,600.0,197.485
1554,H3O4P1,500.0,167.19299999999998
1555,H3O4P1,400.0,136.9
1556,H3O4P1,315.5,111.303
1557,H3O4P1,300.0,106.608
1558,H3O4P1,298.0,106.064
1559,Fe3O4,2900.0,200.832
1560,Fe3O4,2800.0,200.832
1561,Fe3O4,2700.0,200.832
1562,Fe3O4,2600.0,200.832
1563,Fe3O4,2500.0,200.832
1564,Fe3O4,2400.0,200.832
1565,Fe3O4,2300.0,200.832
1566,Fe3O4,2200.0,200.832
1567,Fe3O4,2100.0,200.832
1568,Fe3O4,2000.0,200.832
1569,Fe3O4,1900.0,200.832
1570,Fe3O4,1800.0,200.832
1571,Fe3O4,1700.0,200.832
1572,Fe3O4,1600.0,200.832
1573,Fe3O4,1500.0,200.832
1574,Fe3O4,1400.0,200.832
1575,Fe3O4,1300.0,200.832
1576,Fe3O4,1200.0,200.832
1577,Fe3O4,1100.0,200.832
1578,Fe3O4,1000.0,200.832
1579,Fe3O4,900.0,273.05
1580,Fe3O4,900.0,273.05
1581,Fe3O4,900.0,200.832
1582,Fe3O4,800.0,252.881
1583,Fe3O4,700.0,232.71400000000003
1584,Fe3O4,600.0,212.547
1585,Fe3O4,500.0,192.38
1586,Fe3O4,400.0,171.12599999999998
1587,Fe3O4,300.0,147.695
1588,Fe3O4,298.0,147.235
1589,H1Na1O1,1400.0,86.023
1590,H1Na1O1,1300.0,86.023
1591,H1Na1O1,1200.0,86.023
1592,H1Na1O1,1100.0,86.023
1593,H1Na1O1,1000.0,86.023
1594,H1Na1O1,900.0,86.023
1595,H1Na1O1,800.0,86.023
1596,H1Na1O1,700.0,86.023
1597,H1Na1O1,600.0,86.023
1598,H1Na1O1,596.0,86.023
1599,H1Na1O1,572.0,85.887
1600,H1Na1O1,572.0,86.023
1601,H1Na1O1,500.0,75.157
1602,H1Na1O1,400.0,64.936
1603,H1Na1O1,300.0,59.664
1604,H1Na1O1,298.0,59.53
1605,Fe2O12S3,1900.0,449.069
1606,Fe2O12S3,1800.0,445.554
1607,Fe2O12S3,1700.0,441.83
1608,Fe2O12S3,1600.0,438.065
1609,Fe2O12S3,1500.0,434.09
1610,Fe2O12S3,1400.0,429.906
1611,Fe2O12S3,1300.0,425.513
1612,Fe2O12S3,1200.0,420.659
1613,Fe2O12S3,1100.0,415.262
1614,Fe2O12S3,1000.0,409.237
1615,Fe2O12S3,900.0,402.041
1616,Fe2O12S3,800.0,393.254
1617,Fe2O12S3,700.0,380.702
1618,Fe2O12S3,600.0,363.297
1619,Fe2O12S3,500.0,339.281
1620,Fe2O12S3,400.0,307.022
1621,Fe2O12S3,300.0,265.851
1622,Fe2O12S3,298.0,264.722
1623,H1Na1,1400.0,63.021
1624,H1Na1,1300.0,62.425
1625,H1Na1,1200.0,61.641000000000005
1626,H1Na1,1100.0,60.668
1627,H1Na1,1000.0,59.413
1628,H1Na1,900.0,57.948
1629,H1Na1,800.0,56.066
1630,H1Na1,700.0,53.723
1631,H1Na1,600.0,50.71
1632,H1Na1,500.0,47.154
1633,H1Na1,400.0,42.468
1634,H1Na1,300.0,36.535
1635,H1Na1,298.0,36.392
1636,Cl1Na1O4,298.0,111.294
1637,Cl1Na1O4,1400.0,205.267
1638,Cl1Na1O4,1300.0,201.083
1639,Cl1Na1O4,1200.0,196.648
1640,Cl1Na1O4,1100.0,191.962
1641,Cl1Na1O4,1000.0,187.025
1642,Cl1Na1O4,900.0,181.586
1643,Cl1Na1O4,800.0,175.72799999999998
1644,Cl1Na1O4,700.0,168.511
1645,Cl1Na1O4,600.0,160.247
1646,Cl1Na1O4,581.0,158.57399999999998
1647,Cl1Na1O4,581.0,158.57399999999998
1648,Cl1Na1O4,500.0,150.20600000000002
1649,Cl1Na1O4,400.0,135.98
1650,Cl1Na1O4,300.0,111.713
1651,B1F4K1,298.0,114.483
1652,B1F4K1,1400.0,177.456
1653,B1F4K1,1300.0,173.03799999999998
1654,B1F4K1,1200.0,168.61900000000003
1655,B1F4K1,1100.0,164.197
1656,B1F4K1,1000.0,159.779
1657,B1F4K1,900.0,155.356
1658,B1F4K1,843.0,152.838
1659,B1F4K1,800.0,150.938
1660,B1F4K1,700.0,146.519
1661,B1F4K1,600.0,142.097
1662,B1F4K1,556.0,156.02700000000002
1663,B1F4K1,556.0,140.14600000000002
1664,B1F4K1,500.0,146.963
1665,B1F4K1,400.0,130.817
1666,B1F4K1,300.0,114.78
1667,Cu1O4S1,1900.0,168.908
1668,Cu1O4S1,1800.0,167.56900000000002
1669,Cu1O4S1,1700.0,166.14700000000002
1670,Cu1O4S1,1600.0,164.72400000000002
1671,Cu1O4S1,1500.0,163.218
1672,Cu1O4S1,1400.0,161.628
1673,Cu1O4S1,1300.0,159.954
1674,Cu1O4S1,1200.0,158.113
1675,Cu1O4S1,1100.0,156.063
1676,Cu1O4S1,1000.0,153.762
1677,Cu1O4S1,900.0,151.042
1678,Cu1O4S1,800.0,147.695
1679,Cu1O4S1,700.0,142.925
1680,Cu1O4S1,600.0,136.315
1681,Cu1O4S1,500.0,127.194
1682,Cu1O4S1,400.0,114.934
1683,Cu1O4S1,300.0,99.286
1684,Cu1O4S1,298.0,98.868
1685,H1Li1,1400.0,89.29899999999999
1686,H1Li1,1300.0,83.994
1687,H1Li1,1200.0,78.68
1688,H1Li1,1100.0,73.362
1689,H1Li1,1000.0,68.028
1690,H1Li1,961.8,65.985
1691,H1Li1,900.0,62.676
1692,H1Li1,800.0,57.3
1693,H1Li1,700.0,51.877
1694,H1Li1,600.0,46.38
1695,H1Li1,500.0,40.735
1696,H1Li1,400.0,34.794000000000004
1697,H1Li1,300.0,28.083
1698,H1Li1,298.0,27.957
1699,F2H1K1,1900.0,100.249
1700,F2H1K1,1800.0,100.249
1701,F2H1K1,1700.0,100.249
1702,F2H1K1,1600.0,100.249
1703,F2H1K1,1500.0,100.249
1704,F2H1K1,1400.0,100.249
1705,F2H1K1,1300.0,100.249
1706,F2H1K1,1200.0,100.249
1707,F2H1K1,1100.0,100.249
1708,F2H1K1,1000.0,100.249
1709,F2H1K1,900.0,100.249
1710,F2H1K1,800.0,100.249
1711,F2H1K1,700.0,100.249
1712,F2H1K1,600.0,100.249
1713,F2H1K1,511.95,100.249
1714,F2H1K1,500.0,100.249
1715,F2H1K1,469.85,92.45
1716,F2H1K1,469.85,100.249
1717,F2H1K1,400.0,86.065
1718,F2H1K1,300.0,77.111
1719,F2H1K1,298.0,76.94
1720,B1H4Li1,298.0,82.539
1721,B1H4Li1,1900.0,121.502
1722,B1H4Li1,1800.0,121.007
1723,B1H4Li1,1700.0,120.477
1724,B1H4Li1,1600.0,119.913
1725,B1H4Li1,1500.0,119.316
1726,B1H4Li1,1400.0,118.684
1727,B1H4Li1,1300.0,118.019
1728,B1H4Li1,1200.0,117.319
1729,B1H4Li1,1100.0,116.392
1730,B1H4Li1,1000.0,115.353
1731,B1H4Li1,900.0,114.349
1732,B1H4Li1,800.0,113.052
1733,B1H4Li1,700.0,109.914
1734,B1H4Li1,600.0,105.144
1735,B1H4Li1,500.0,98.282
1736,B1H4Li1,400.0,91.002
1737,B1H4Li1,300.0,82.98899999999999
1738,Hg1O1,900.0,58.626000000000005
1739,Hg1O1,800.0,57.50899999999999
1740,Hg1O1,700.0,56.066
1741,Hg1O1,600.0,54.12
1742,Hg1O1,500.0,51.631
1743,Hg1O1,400.0,48.325
1744,Hg1O1,300.0,44.145
1745,Hg1O1,298.0,44.062
1746,Be3N2,298.0,64.358
1747,Be3N2,2900.0,129.692
1748,Be3N2,2800.0,129.67700000000002
1749,Be3N2,2700.0,129.659
1750,Be3N2,2600.0,129.639
1751,Be3N2,2500.0,129.615
1752,Be3N2,2473.0,129.606
1753,Be3N2,2400.0,129.588
1754,Be3N2,2300.0,129.559
1755,Be3N2,2200.0,129.526
1756,Be3N2,2100.0,129.49
1757,Be3N2,2000.0,129.452
1758,Be3N2,1900.0,129.411
1759,Be3N2,1800.0,129.366
1760,Be3N2,1700.0,129.319
1761,Be3N2,1600.0,129.269
1762,Be3N2,1500.0,129.047
1763,Be3N2,1400.0,128.616
1764,Be3N2,1300.0,127.926
1765,Be3N2,1200.0,126.922
1766,Be3N2,1100.0,125.52
1767,Be3N2,1000.0,123.612
1768,Be3N2,900.0,121.043
1769,Be3N2,800.0,117.591
1770,Be3N2,700.0,112.922
1771,Be3N2,600.0,106.516
1772,Be3N2,500.0,97.512
1773,Be3N2,400.0,84.43299999999999
1774,Be3N2,300.0,64.668
1775,Fe1,2100.0,45.48
1776,Fe1,2000.0,44.476000000000006
1777,Fe1,1900.0,43.472
1778,Fe1,1809.0,42.558
1779,Fe1,1800.0,42.468
1780,Fe1,1700.0,41.463
1781,Fe1,1665.0,41.112
1782,Fe1,1600.0,40.459
1783,Fe1,1500.0,39.455
1784,Fe1,1400.0,38.535
1785,Fe1,1300.0,38.493
1786,Fe1,1200.0,40.794
1787,Fe1,1184.0,41.422
1788,Fe1,1100.0,46.401
1789,Fe1,1042.0,83.68
1790,Fe1,1042.0,83.681
1791,Fe1,1000.0,54.434
1792,Fe1,900.0,43.095
1793,Fe1,800.0,37.949
1794,Fe1,700.0,34.602
1795,Fe1,600.0,32.049
1796,Fe1,500.0,29.702
1797,Fe1,450.0,28.518
1798,Fe1,400.0,27.386
1799,Fe1,350.0,26.287
1800,Fe1,300.0,25.14
1801,Fe1,298.0,25.094
1802,I2Mo1,1400.0,96.445
1803,I2Mo1,1300.0,95.199
1804,I2Mo1,1200.0,93.952
1805,I2Mo1,1100.0,92.705
1806,I2Mo1,1000.0,91.458
1807,I2Mo1,900.0,90.211
1808,I2Mo1,800.0,88.964
1809,I2Mo1,700.0,87.71799999999999
1810,I2Mo1,600.0,86.471
1811,I2Mo1,500.0,85.22399999999999
1812,I2Mo1,400.0,83.977
1813,I2Mo1,300.0,82.73
1814,I2Mo1,298.0,82.705
1815,Cu1F1,1900.0,64.434
1816,Cu1F1,1800.0,64.434
1817,Cu1F1,1700.0,64.434
1818,Cu1F1,1600.0,64.434
1819,Cu1F1,1500.0,64.434
1820,Cu1F1,1400.0,64.378
1821,Cu1F1,1300.0,64.266
1822,Cu1F1,1200.0,64.057
1823,Cu1F1,1100.0,63.764
1824,Cu1F1,1000.0,63.346
1825,Cu1F1,900.0,62.802
1826,Cu1F1,800.0,62.007
1827,Cu1F1,700.0,60.961000000000006
1828,Cu1F1,600.0,59.58
1829,Cu1F1,500.0,57.656000000000006
1830,Cu1F1,400.0,55.145
1831,Cu1F1,300.0,51.965
1832,Cu1F1,298.0,51.882
1833,Cr1N1,298.0,52.677
1834,Cr1N1,2400.0,62.467
1835,Cr1N1,2300.0,61.714
1836,Cr1N1,2200.0,61.003
1837,Cr1N1,2100.0,60.375
1838,Cr1N1,2000.0,59.831
1839,Cr1N1,1900.0,59.078
1840,Cr1N1,1800.0,58.367
1841,Cr1N1,1700.0,57.697
1842,Cr1N1,1600.0,57.028
1843,Cr1N1,1500.0,56.379
1844,Cr1N1,1400.0,55.68899999999999
1845,Cr1N1,1300.0,55.02
1846,Cr1N1,1200.0,54.392
1847,Cr1N1,1100.0,53.723
1848,Cr1N1,1000.0,53.053
1849,Cr1N1,900.0,52.38399999999999
1850,Cr1N1,800.0,51.714
1851,Cr1N1,700.0,51.087
1852,Cr1N1,600.0,50.417
1853,Cr1N1,500.0,49.748000000000005
1854,Cr1N1,400.0,49.078
1855,Cr1N1,300.0,51.393
1856,Fe1H3O3,1400.0,174.68200000000002
1857,Fe1H3O3,1300.0,173.218
1858,Fe1H3O3,1200.0,171.12599999999998
1859,Fe1H3O3,1100.0,168.40599999999998
1860,Fe1H3O3,1000.0,164.85
1861,Fe1H3O3,900.0,160.247
1862,Fe1H3O3,800.0,154.808
1863,Fe1H3O3,700.0,148.114
1864,Fe1H3O3,600.0,140.582
1865,Fe1H3O3,500.0,129.704
1866,Fe1H3O3,400.0,117.989
1867,Fe1H3O3,300.0,102.09
1868,Fe1H3O3,298.0,101.671
1869,I1Li1,2400.0,76.191
1870,I1Li1,2300.0,76.191
1871,I1Li1,2200.0,76.191
1872,I1Li1,2100.0,76.191
1873,I1Li1,2000.0,76.191
1874,I1Li1,1900.0,76.191
1875,I1Li1,1800.0,76.191
1876,I1Li1,1700.0,76.191
1877,I1Li1,1600.0,76.191
1878,I1Li1,1500.0,76.191
1879,I1Li1,1400.0,75.877
1880,I1Li1,1300.0,75.375
1881,I1Li1,1200.0,74.559
1882,I1Li1,1100.0,73.53399999999999
1883,I1Li1,1000.0,71.965
1884,I1Li1,900.0,69.517
1885,I1Li1,800.0,66.107
1886,I1Li1,700.0,62.258
1887,I1Li1,600.0,58.66
1888,I1Li1,500.0,55.948
1889,I1Li1,400.0,53.43
1890,I1Li1,300.0,50.187
1891,I1Li1,298.0,50.082
1892,Al1I3,298.0,98.91
1893,Al1I3,1400.0,129.501
1894,Al1I3,1300.0,129.319
1895,Al1I3,1200.0,129.16
1896,Al1I3,1100.0,128.875
1897,Al1I3,1000.0,128.44899999999998
1898,Al1I3,900.0,127.901
1899,Al1I3,800.0,126.918
1900,Al1I3,700.0,125.063
1901,Al1I3,600.0,121.986
1902,Al1I3,500.0,116.901
1903,Al1I3,464.15,114.614
1904,Al1I3,400.0,108.533
1905,Al1I3,300.0,99.077
1906,Fe1S1,1800.0,99.67
1907,Fe1S1,1700.0,91.174
1908,Fe1S1,1600.0,83.65299999999999
1909,Fe1S1,1500.0,77.10600000000001
1910,Fe1S1,1463.0,74.93
1911,Fe1S1,1400.0,71.533
1912,Fe1S1,1300.0,66.935
1913,Fe1S1,1200.0,63.31100000000001
1914,Fe1S1,1100.0,60.662
1915,Fe1S1,1000.0,58.986
1916,Fe1S1,900.0,58.286
1917,Fe1S1,800.0,58.56
1918,Fe1S1,700.0,59.808
1919,Fe1S1,600.0,62.03
1920,Fe1S1,598.0,72.358
1921,Fe1S1,598.0,62.085
1922,Fe1S1,500.0,72.358
1923,Fe1S1,411.0,95.051
1924,Fe1S1,411.0,72.358
1925,Fe1S1,400.0,89.20299999999999
1926,Fe1S1,300.0,50.67100000000001
1927,Fe1S1,298.0,50.517
1928,Al2Cl9K3,298.0,337.23
1929,Al2Cl9K3,1400.0,466.934
1930,Al2Cl9K3,1300.0,452.1230000000001
1931,Al2Cl9K3,1200.0,438.818
1932,Al2Cl9K3,1100.0,427.019
1933,Al2Cl9K3,1000.0,416.726
1934,Al2Cl9K3,900.0,407.94
1935,Al2Cl9K3,800.0,400.66
1936,Al2Cl9K3,700.0,390.807
1937,Al2Cl9K3,600.0,379.74
1938,Al2Cl9K3,500.0,367.272
1939,Al2Cl9K3,400.0,353.13
1940,Al2Cl9K3,300.0,337.858
1941,I2Pb1,900.0,102.428
1942,I2Pb1,800.0,95.102
1943,I2Pb1,700.0,88.743
1944,I2Pb1,683.0,87.78
1945,I2Pb1,600.0,83.713
1946,I2Pb1,500.0,80.391
1947,I2Pb1,400.0,78.85600000000001
1948,I2Pb1,300.0,77.613
1949,I2Pb1,298.0,77.57300000000001
1950,I4Zr1,900.0,138.365
1951,I4Zr1,800.0,137.15200000000002
1952,I4Zr1,700.0,135.938
1953,I4Zr1,600.0,134.599
1954,I4Zr1,500.0,133.009
1955,I4Zr1,400.0,131.001
1956,I4Zr1,300.0,127.88
1957,I4Zr1,298.0,127.8
1958,Hg1I2,1400.0,84.119
1959,Hg1I2,1300.0,84.119
1960,Hg1I2,1200.0,84.119
1961,Hg1I2,1100.0,84.119
1962,Hg1I2,1000.0,84.119
1963,Hg1I2,900.0,84.119
1964,Hg1I2,800.0,84.119
1965,Hg1I2,700.0,84.119
1966,Hg1I2,600.0,84.119
1967,Hg1I2,530.0,84.119
1968,Hg1I2,500.0,84.119
1969,Hg1I2,402.0,82.09
1970,Hg1I2,402.0,84.119
1971,Hg1I2,400.0,82.006
1972,Hg1I2,300.0,77.822
1973,Hg1I2,298.0,77.747
1974,H4I1N1,1900.0,153.599
1975,H4I1N1,1800.0,157.144
1976,H4I1N1,1700.0,159.166
1977,H4I1N1,1600.0,159.666
1978,H4I1N1,1500.0,158.643
1979,H4I1N1,1400.0,156.09799999999998
1980,H4I1N1,1300.0,152.03
1981,H4I1N1,1200.0,146.44
1982,H4I1N1,1100.0,139.327
1983,H4I1N1,1000.0,132.089
1984,H4I1N1,900.0,124.976
1985,H4I1N1,800.0,117.696
1986,H4I1N1,700.0,110.458
1987,H4I1N1,600.0,103.261
1988,H4I1N1,500.0,96.148
1989,H4I1N1,400.0,88.99799999999999
1990,H4I1N1,300.0,81.881
1991,H4I1N1,298.0,81.755
1992,Hf1,2400.0,42.073
1993,Hf1,2300.0,41.372
1994,Hf1,2200.0,40.671
1995,Hf1,2100.0,39.97
1996,Hf1,2054.0,39.648
1997,Hf1,2000.0,39.269
1998,Hf1,1900.0,38.569
1999,Hf1,1800.0,37.868
2000,Hf1,1700.0,37.167
2001,Hf1,1600.0,36.466
2002,Hf1,1500.0,35.765
2003,Hf1,1400.0,35.064
2004,Hf1,1300.0,34.372
2005,Hf1,1200.0,33.572
2006,Hf1,1100.0,32.759
2007,Hf1,1000.0,31.943
2008,Hf1,900.0,31.12
2009,Hf1,800.0,30.288
2010,Hf1,700.0,29.445
2011,Hf1,600.0,28.583
2012,Hf1,500.0,27.692
2013,Hf1,450.0,27.23
2014,Hf1,400.0,26.751
2015,Hf1,350.0,26.247
2016,Hf1,300.0,25.708
2017,Hf1,298.0,25.687
2018,F2Hg2,1400.0,125.825
2019,F2Hg2,1300.0,124.872
2020,F2Hg2,1200.0,123.709
2021,F2Hg2,1100.0,122.334
2022,F2Hg2,1000.0,120.748
2023,F2Hg2,900.0,118.951
2024,F2Hg2,800.0,116.943
2025,F2Hg2,700.0,114.516
2026,F2Hg2,600.0,111.671
2027,F2Hg2,500.0,108.407
2028,F2Hg2,400.0,104.684
2029,F2Hg2,300.0,100.5
2030,F2Hg2,298.0,100.416
2031,I2Sr1,1400.0,108.24
2032,I2Sr1,1300.0,105.493
2033,I2Sr1,1200.0,102.717
2034,I2Sr1,1100.0,99.971
2035,I2Sr1,1000.0,97.236
2036,I2Sr1,900.0,94.492
2037,I2Sr1,811.0,92.048
2038,I2Sr1,800.0,91.755
2039,I2Sr1,700.0,88.994
2040,I2Sr1,600.0,86.274
2041,I2Sr1,500.0,83.51299999999999
2042,I2Sr1,400.0,80.751
2043,I2Sr1,300.0,78.032
2044,I2Sr1,298.0,77.94800000000001
2045,C1K2O3,298.0,114.437
2046,C1K2O3,1900.0,273.29900000000004
2047,C1K2O3,1800.0,263.927
2048,C1K2O3,1700.0,254.555
2049,C1K2O3,1600.0,245.182
2050,C1K2O3,1500.0,235.81
2051,C1K2O3,1400.0,226.438
2052,C1K2O3,1300.0,217.066
2053,C1K2O3,1200.0,207.695
2054,C1K2O3,1174.0,205.259
2055,C1K2O3,1100.0,198.321
2056,C1K2O3,1000.0,188.949
2057,C1K2O3,900.0,179.515
2058,C1K2O3,800.0,170.043
2059,C1K2O3,700.0,160.483
2060,C1K2O3,600.0,150.666
2061,C1K2O3,500.0,140.049
2062,C1K2O3,400.0,128.135
2063,C1K2O3,300.0,114.699
2064,C1N1Na1,298.0,68.681
2065,C1N1Na1,288.5001548,111.063
2066,C1N1Na1,1900.0,70.191
2067,C1N1Na1,1800.0,70.09
2068,C1N1Na1,1700.0,69.988
2069,C1N1Na1,1600.0,69.885
2070,C1N1Na1,1500.0,69.781
2071,C1N1Na1,1400.0,69.676
2072,C1N1Na1,1300.0,69.57
2073,C1N1Na1,1200.0,69.462
2074,C1N1Na1,1100.0,69.354
2075,C1N1Na1,1000.0,69.245
2076,C1N1Na1,900.0,69.145
2077,C1N1Na1,835.0,69.082
2078,C1N1Na1,800.0,69.046
2079,C1N1Na1,700.0,68.945
2080,C1N1Na1,600.0,68.848
2081,C1N1Na1,500.0,68.752
2082,C1N1Na1,300.0,68.575
2083,C1N1Na1,288.0,111.062
2084,H2O4W1,900.0,182.422
2085,H2O4W1,800.0,176.565
2086,H2O4W1,700.0,170.707
2087,H2O4W1,600.0,159.829
2088,H2O4W1,500.0,146.44
2089,H2O4W1,400.0,129.704
2090,H2O4W1,300.0,112.968
2091,H2O4W1,298.0,112.633
2092,Ca1S1,298.0,47.442
2093,Ca1S1,2900.0,61.42100000000001
2094,Ca1S1,2800.0,61.045
2095,Ca1S1,2700.0,60.668
2096,Ca1S1,2600.0,60.291
2097,Ca1S1,2500.0,59.899
2098,Ca1S1,2400.0,59.496
2099,Ca1S1,2300.0,59.115
2100,Ca1S1,2200.0,58.743
2101,Ca1S1,2100.0,58.382
2102,Ca1S1,2000.0,58.032
2103,Ca1S1,1800.0,57.195
2104,Ca1S1,1700.0,56.761
2105,Ca1S1,1600.0,56.317
2106,Ca1S1,1500.0,55.987
2107,Ca1S1,1400.0,55.731
2108,Ca1S1,1300.0,55.391000000000005
2109,Ca1S1,1200.0,55.02
2110,Ca1S1,1100.0,54.586000000000006
2111,Ca1S1,1000.0,54.099
2112,Ca1S1,900.0,53.555
2113,Ca1S1,800.0,53.011
2114,Ca1S1,700.0,52.342
2115,Ca1S1,600.0,51.547
2116,Ca1S1,500.0,50.501000000000005
2117,Ca1S1,400.0,49.20399999999999
2118,Ca1S1,300.0,47.447
2119,K2O4S1,1100.0,239.365
2120,K2O4S1,1000.0,226.116
2121,K2O4S1,900.0,212.865
2122,K2O4S1,857.0,207.169
2123,K2O4S1,800.0,199.61900000000003
2124,K2O4S1,700.0,186.368
2125,K2O4S1,600.0,172.52700000000002
2126,K2O4S1,500.0,160.733
2127,K2O4S1,400.0,147.649
2128,K2O4S1,300.0,131.666
2129,K2O4S1,298.0,131.319
2130,I2Mg1,1400.0,93.763
2131,I2Mg1,1300.0,92.634
2132,I2Mg1,1200.0,91.462
2133,I2Mg1,1100.0,90.249
2134,I2Mg1,1000.0,88.994
2135,I2Mg1,907.0,87.86399999999999
2136,I2Mg1,900.0,87.655
2137,I2Mg1,800.0,86.274
2138,I2Mg1,700.0,84.726
2139,I2Mg1,600.0,83.01100000000001
2140,I2Mg1,500.0,80.919
2141,I2Mg1,400.0,78.408
2142,I2Mg1,300.0,74.977
2143,I2Mg1,298.0,74.81
2144,Mg1O3Si1,2400.0,122.432
2145,Mg1O3Si1,2300.0,122.432
2146,Mg1O3Si1,2200.0,122.432
2147,Mg1O3Si1,2100.0,122.432
2148,Mg1O3Si1,2000.0,122.432
2149,Mg1O3Si1,1900.0,122.432
2150,Mg1O3Si1,1850.0,122.432
2151,Mg1O3Si1,1800.0,122.432
2152,Mg1O3Si1,1700.0,122.432
2153,Mg1O3Si1,1600.0,122.432
2154,Mg1O3Si1,1500.0,122.432
2155,Mg1O3Si1,1400.0,122.432
2156,Mg1O3Si1,1300.0,122.432
2157,Mg1O3Si1,1258.0,120.34
2158,Mg1O3Si1,1258.0,122.432
2159,Mg1O3Si1,1200.0,120.34
2160,Mg1O3Si1,1100.0,120.34
2161,Mg1O3Si1,1000.0,120.34
2162,Mg1O3Si1,903.0,119.788
2163,Mg1O3Si1,903.0,120.34
2164,Mg1O3Si1,900.0,119.675
2165,Mg1O3Si1,800.0,115.78
2166,Mg1O3Si1,700.0,111.621
2167,Mg1O3Si1,600.0,106.997
2168,Mg1O3Si1,500.0,101.512
2169,Mg1O3Si1,400.0,94.194
2170,Mg1O3Si1,300.0,82.228
2171,Mg1O3Si1,298.0,81.927
2172,Li3N1,1200.0,156.108
2173,Li3N1,1100.0,148.69299999999998
2174,Li3N1,1000.0,140.95
2175,Li3N1,900.0,132.84
2176,Li3N1,800.0,124.38
2177,Li3N1,700.0,115.58
2178,Li3N1,600.0,106.43
2179,Li3N1,500.0,96.94
2180,Li3N1,400.0,87.1
2181,Li3N1,300.0,75.544
2182,Li3N1,298.0,75.266
2183,I2Zr1,1400.0,103.01
2184,I2Zr1,1300.0,102.215
2185,I2Zr1,1200.0,101.42
2186,I2Zr1,1100.0,100.583
2187,I2Zr1,1000.0,99.83
2188,I2Zr1,900.0,99.621
2189,I2Zr1,800.0,98.157
2190,I2Zr1,700.0,97.445
2191,I2Zr1,700.0,97.445
2192,I2Zr1,600.0,96.609
2193,I2Zr1,500.0,95.855
2194,I2Zr1,400.0,95.019
2195,I2Zr1,300.0,94.349
2196,I2Zr1,298.0,94.14
2197,H2Mg1,1900.0,74.883
2198,H2Mg1,1800.0,74.475
2199,H2Mg1,1700.0,74.08800000000001
2200,H2Mg1,1600.0,73.722
2201,H2Mg1,1500.0,73.204
2202,H2Mg1,1400.0,72.592
2203,H2Mg1,1300.0,71.76100000000001
2204,H2Mg1,1200.0,70.751
2205,H2Mg1,1100.0,69.486
2206,H2Mg1,1000.0,67.99
2207,H2Mg1,900.0,65.898
2208,H2Mg1,800.0,63.095
2209,H2Mg1,700.0,59.538
2210,H2Mg1,600.0,55.229
2211,H2Mg1,500.0,49.999
2212,H2Mg1,400.0,43.304
2213,H2Mg1,300.0,35.51
2214,H2Mg1,298.0,35.334
2215,I2Ti1,1900.0,97.889
2216,I2Ti1,1800.0,97.161
2217,I2Ti1,1700.0,96.433
2218,I2Ti1,1600.0,95.705
2219,I2Ti1,1500.0,94.977
2220,I2Ti1,1400.0,94.249
2221,I2Ti1,1300.0,93.521
2222,I2Ti1,1200.0,92.793
2223,I2Ti1,1100.0,92.065
2224,I2Ti1,1000.0,91.337
