,formula,Temperature,target
3682,K2O3Si1,1200.0,185.351
3683,K2O3Si1,1100.0,182.004
3684,K2O3Si1,1000.0,179.075
3685,K2O3Si1,900.0,175.31
3686,K2O3Si1,800.0,170.707
3687,K2O3Si1,700.0,164.85
3688,K2O3Si1,600.0,157.737
3689,K2O3Si1,500.0,148.114
3690,K2O3Si1,400.0,135.562
3691,K2O3Si1,300.0,118.758
3692,Li2O4S1,298.0,117.608
3693,Li2O4S1,1100.0,237.051
3694,Li2O4S1,1000.0,223.384
3695,Li2O4S1,900.0,209.702
3696,Li2O4S1,848.0,202.732
3697,Li2O4S1,800.0,196.062
3698,Li2O4S1,700.0,182.36
3699,Li2O4S1,600.0,168.46900000000002
3700,Li2O4S1,500.0,154.47299999999998
3701,Li2O4S1,400.0,139.244
3702,Li2O4S1,300.0,118.026
3703,Li2O5Si2,298.0,138.072
3704,Li2O5Si2,2400.0,263.48
3705,Li2O5Si2,2300.0,263.341
3706,Li2O5Si2,2200.0,263.17400000000004
3707,Li2O5Si2,2100.0,262.978
3708,Li2O5Si2,2000.0,262.755
3709,Li2O5Si2,1900.0,262.075
3710,Li2O5Si2,1800.0,261.082
3711,Li2O5Si2,1700.0,259.617
3712,Li2O5Si2,1600.0,257.73400000000004
3713,Li2O5Si2,1500.0,254.868
3714,Li2O5Si2,1400.0,251.207
3715,Li2O5Si2,1307.0,248.417
3716,Li2O5Si2,1300.0,248.195
3717,Li2O5Si2,1209.0,245.55900000000003
3718,Li2O5Si2,1209.0,245.55900000000003
3719,Li2O5Si2,1200.0,245.182
3720,Li2O5Si2,1100.0,240.617
3721,Li2O5Si2,1000.0,235.35
3722,Li2O5Si2,900.0,229.492
3723,Li2O5Si2,800.0,222.58900000000003
3724,Li2O5Si2,700.0,214.89
3725,Li2O5Si2,600.0,205.685
3726,Li2O5Si2,500.0,192.673
3727,Li2O5Si2,400.0,174.891
3728,Li2O5Si2,300.0,138.909
3729,Mg1,298.0,24.869
3730,Mg1,-1900.0,56.613
3731,Mg1,1800.0,53.199
3732,Mg1,1700.0,50.0
3733,Mg1,1600.0,47.013000000000005
3734,Mg1,1500.0,44.238
3735,Mg1,1400.0,41.673
3736,Mg1,1300.0,39.316
3737,Mg1,1200.0,37.164
3738,Mg1,-1100.0,35.214
3739,Mg1,1000.0,33.46
3740,Mg1,923.0,32.238
3741,Mg1,900.0,31.895
3742,Mg1,800.0,30.507
3743,Mg1,700.0,29.279
3744,Mg1,600.0,28.184
3745,Mg1,500.0,27.171
3746,Mg1,450.0,26.668000000000003
3747,Mg1,400.0,26.144
3748,Mg1,350.0,25.568
3749,Mg1,300.0,24.897
3750,Mg2Si1,298.0,67.86399999999999
3751,Mg2Si1,2400.0,106.985
3752,Mg2Si1,2300.0,105.855
3753,Mg2Si1,2200.0,104.684
3754,Mg2Si1,2100.0,103.47
3755,Mg2Si1,2000.0,-102.215
3756,Mg2Si1,1900.0,100.918
3757,Mg2Si1,1800.0,99.579
3758,Mg2Si1,1700.0,98.198
3759,Mg2Si1,1600.0,96.776
3760,Mg2Si1,1500.0,95.312
3761,Mg2Si1,1400.0,93.805
3762,Mg2Si1,1375.0,93.45
3763,Mg2Si1,1300.0,92.257
3764,Mg2Si1,1200.0,90.667
3765,Mg2Si1,1100.0,89.07700000000001
3766,Mg2Si1,1000.0,87.404
3767,Mg2Si1,900.0,85.68799999999999
3768,Mg2Si1,800.0,83.889
3769,Mg2Si1,700.0,82.006
3770,Mg2Si1,600.0,79.831
3771,Mg2Si1,500.0,77.278
3772,Mg2Si1,400.0,73.764
3773,Mg2Si1,300.0,67.994
3774,Mo2S3,298.0,109.294
3775,Mo2S3,2300.0,185.939
3776,Mo2S3,2200.0,182.625
3777,Mo2S3,2100.0,179.30900000000003
3778,Mo2S3,2080.0,178.645
3779,Mo2S3,2000.0,175.989
3780,Mo2S3,1900.0,172.666
3781,Mo2S3,1800.0,169.33900000000003
3782,Mo2S3,1700.0,166.00599999999997
3783,Mo2S3,1600.0,162.666
3784,Mo2S3,1500.0,159.317
3785,Mo2S3,1400.0,155.957
3786,Mo2S3,1300.0,152.582
3787,Mo2S3,1200.0,149.186
3788,Mo2S3,1100.0,145.762
3789,Mo2S3,1000.0,142.297
3790,Mo2S3,900.0,138.775
3791,Mo2S3,800.0,135.162
3792,Mo2S3,700.0,131.405
3793,Mo2S3,600.0,127.399
3794,Mo2S3,500.0,122.926
3795,Mo2S3,400.0,117.464
3796,Mo2S3,300.0,109.489
3797,N1Zr1,298.0,40.443000000000005
3798,N1Zr1,3900.0,73.81
3799,N1Zr1,3800.0,73.10300000000001
3800,N1Zr1,3700.0,72.396
3801,N1Zr1,3600.0,71.693
3802,N1Zr1,3500.0,70.986
3803,N1Zr1,3400.0,70.279
3804,N1Zr1,3300.0,69.572
3805,N1Zr1,3225.0,69.041
3806,N1Zr1,3200.0,68.86399999999999
3807,N1Zr1,3100.0,68.157
3808,N1Zr1,3000.0,67.45
3809,N1Zr1,2900.0,66.743
3810,N1Zr1,2800.0,66.032
3811,N1Zr1,2700.0,65.321
3812,N1Zr1,2600.0,64.61399999999999
3813,N1Zr1,2500.0,63.898
3814,N1Zr1,2400.0,63.187
3815,N1Zr1,2300.0,62.471
3816,N1Zr1,2200.0,61.756
3817,N1Zr1,2100.0,60.973
3818,N1Zr1,2000.0,60.321000000000005
3819,N1Zr1,1900.0,59.597
3820,N1Zr1,1800.0,58.873000000000005
3821,N1Zr1,1700.0,58.141000000000005
3822,N1Zr1,1600.0,57.409
3823,N1Zr1,1500.0,56.668
3824,N1Zr1,1400.0,55.915
3825,N1Zr1,1300.0,55.153
3826,N1Zr1,1200.0,54.379
3827,N1Zr1,1100.0,53.58
3828,N1Zr1,1000.0,52.752
3829,N1Zr1,900.0,51.882
3830,N1Zr1,800.0,50.94
3831,N1Zr1,700.0,49.894
3832,N1Zr1,600.0,48.66
3833,N1Zr1,500.0,47.078
3834,N1Zr1,400.0,44.756
3835,N1Zr1,300.0,40.556
3836,N2O4,298.0,122.103
3837,N2O4,400.0,153.636
3838,N2O4,300.0,122.675
3839,N4Si3,298.0,99.533
3840,N4Si3,2900.0,188.056
3841,N4Si3,2800.0,187.818
3842,N4Si3,2700.0,187.567
3843,N4Si3,2600.0,187.303
3844,N4Si3,2500.0,187.025
3845,N4Si3,2400.0,186.734
3846,N4Si3,2300.0,186.429
3847,N4Si3,2200.0,186.111
3848,N4Si3,2100.0,185.78
3849,N4Si3,2000.0,185.435
3850,N4Si3,1900.0,184.539
3851,N4Si3,1800.0,183.452
3852,N4Si3,1700.0,182.171
3853,N4Si3,1600.0,180.548
3854,N4Si3,1500.0,178.657
3855,N4Si3,1400.0,175.92
3856,N4Si3,1300.0,172.53099999999998
3857,N4Si3,1200.0,168.49
3858,N4Si3,1100.0,163.678
3859,N4Si3,1000.0,158.155
3860,N4Si3,900.0,152.298
3861,N4Si3,800.0,145.812
3862,N4Si3,700.0,138.072
3863,N4Si3,600.0,129.704
3864,N4Si3,500.0,120.708
3865,N4Si3,400.0,110.667
3866,N4Si3,300.0,99.788
3867,N5P3,298.0,148.95
3868,N5P3,1400.0,271.904
3869,N5P3,1300.0,271.207
3870,N5P3,1200.0,269.868
3871,N5P3,1100.0,267.888
3872,N5P3,1000.0,265.266
3873,N5P3,900.0,261.5
3874,N5P3,800.0,255.224
3875,N5P3,700.0,246.856
3876,N5P3,600.0,234.304
3877,N5P3,500.0,217.568
3878,N5P3,400.0,192.46400000000003
3879,N5P3,300.0,149.787
3880,Na2O2,298.0,89.266
3881,Na2O2,2400.0,113.596
3882,Na2O2,2300.0,113.596
3883,Na2O2,2200.0,113.596
3884,Na2O2,2100.0,113.596
3885,Na2O2,2000.0,113.596
3886,Na2O2,1900.0,113.596
3887,Na2O2,1800.0,113.596
3888,Na2O2,1700.0,113.596
3889,Na2O2,1600.0,113.596
3890,Na2O2,1500.0,113.596
3891,Na2O2,1400.0,113.596
3892,Na2O2,1300.0,113.596
3893,Na2O2,1200.0,113.596
3894,Na2O2,1100.0,113.596
3895,Na2O2,1000.0,113.596
3896,Na2O2,900.0,113.596
3897,Na2O2,800.0,113.596
3898,Na2O2,785.0,115.253
3899,Na2O2,785.0,113.596
3900,Na2O2,700.0,112.332
3901,Na2O2,600.0,108.445
3902,Na2O2,500.0,103.767
3903,Na2O2,400.0,97.721
3904,Na2O2,300.0,89.40799999999999
3905,Na2S1,298.0,82.801
3906,Na2S1,1900.0,133.888
3907,Na2S1,1800.0,133.888
3908,Na2S1,1700.0,133.888
3909,Na2S1,1600.0,133.888
3910,Na2S1,1500.0,133.888
3911,Na2S1,1445.0,133.888
3912,Na2S1,1400.0,137.15200000000002
3913,Na2S1,1300.0,187.652
3914,Na2S1,1276.0,211.921
3915,Na2S1,1276.0,211.939
3916,Na2S1,1200.0,159.494
3917,Na2S1,1100.0,110.458
3918,Na2S1,1000.0,92.843
3919,Na2S1,900.0,91.337
3920,Na2S1,800.0,90.165
3921,Na2S1,0.0,88.70100000000001
3922,Na2S1,600.0,87.236
3923,Na2S1,500.0,85.772
3924,Na2S1,400.0,84.30799999999999
3925,Na2S1,0.0,82.84299999999999
3926,Nb2O5,298.0,131.988
3927,Nb2O5,2200.0,184.004
3928,Nb2O5,2100.0,183.862
3929,Nb2O5,1900.0,183.435
3930,Nb2O5,1800.0,183.129
3931,Nb2O5,1785.0,183.075
3932,Nb2O5,1700.0,182.745
3933,Nb2O5,1600.0,182.263
3934,Nb2O5,1500.0,181.665
3935,Nb2O5,1400.0,180.92
3936,Nb2O5,1300.0,179.991
3937,Nb2O5,1200.0,178.828
3938,Nb2O5,1100.0,177.36
3939,Nb2O5,1000.0,175.502
3940,Nb2O5,800.0,170.03799999999998
3941,Nb2O5,700.0,166.013
3942,Nb2O5,500.0,153.841
3943,Nb2O5,400.0,144.99200000000002
3944,Nb2O5,300.0,132.32
3945,Ni1,298.0,25.987
3946,Ni1,2400.0,48.702
3947,Ni1,2300.0,47.447
3948,Ni1,2200.0,46.191
3949,Ni1,2100.0,44.978
3950,Ni1,2000.0,43.806
3951,Ni1,1900.0,42.677
3952,Ni1,1800.0,39.33
3953,Ni1,1728.0,38.535
3954,Ni1,1700.0,38.284
3955,Ni1,1600.0,37.279
3956,Ni1,1500.0,36.317
3957,Ni1,1400.0,35.397
3958,Ni1,1300.0,34.518
3959,Ni1,1200.0,33.681
3960,Ni1,1100.0,32.928000000000004
3961,Ni1,1000.0,32.217
3962,Ni1,900.0,31.589
3963,Ni1,800.0,31.003
3964,Ni1,631.0,39.832
3965,Ni1,631.0,39.832
3966,Ni1,600.0,34.853
3967,Ni1,500.0,31.045
3968,Ni1,450.0,29.623
3969,Ni1,400.0,28.493
3970,Ni1,350.0,27.294
3971,Ni1,300.0,26.024
3972,Ni1S2,298.0,70.626
3973,Ni1S2,1700.0,99.717
3974,Ni1S2,1600.0,97.642
3975,Ni1S2,1500.0,95.567
3976,Ni1S2,1400.0,93.491
3977,Ni1S2,1300.0,91.416
3978,Ni1S2,1280.0,91.001
3979,Ni1S2,1200.0,89.34100000000001
3980,Ni1S2,1100.0,87.266
3981,Ni1S2,1000.0,85.19
3982,Ni1S2,900.0,83.115
3983,Ni1S2,800.0,81.04
3984,Ni1S2,700.0,78.965
3985,Ni1S2,600.0,76.889
3986,Ni1S2,500.0,74.814
3987,Ni1S2,400.0,72.73899999999999
3988,Ni1S2,300.0,70.664
3989,Ni3S2,298.0,117.738
3990,Ni3S2,1500.0,188.615
3991,Ni3S2,1400.0,188.615
3992,Ni3S2,1300.0,188.615
3993,Ni3S2,1200.0,188.615
3994,Ni3S2,1100.0,188.615
3995,Ni3S2,1062.0,188.615
3996,Ni3S2,1000.0,188.615
3997,Ni3S2,900.0,188.615
3998,Ni3S2,829.0,152.19
3999,Ni3S2,829.0,188.615
4000,Ni3S2,800.0,150.708
4001,Ni3S2,700.0,145.436
4002,Ni3S2,600.0,139.91299999999998
4003,Ni3S2,500.0,133.972
4004,Ni3S2,400.0,127.11
4005,Ni3S2,300.0,117.947
4006,Ni3S4,298.0,164.808
4007,Ni3S4,1000.0,265.638
4008,Ni3S4,900.0,251.27
4009,Ni3S4,800.0,236.906
4010,Ni3S4,700.0,222.539
4011,Ni3S4,600.0,208.171
4012,Ni3S4,500.0,193.807
4013,Ni3S4,400.0,179.43900000000002
4014,Ni3S4,300.0,165.076
4015,O10P4,298.0,211.71
4016,O10P4,1400.0,494.967
4017,O10P4,1300.0,486.181
4018,O10P4,1200.0,475.302
4019,O10P4,1100.0,461.077
4020,O10P4,1000.0,442.667
4021,O10P4,900.0,421.747
4022,O10P4,800.0,396.643
4023,O10P4,700.0,368.192
4024,O10P4,600.0,335.975
4025,O10P4,500.0,299.993
4026,O10P4,400.0,260.245
4027,O10P4,300.0,212.673
4028,O1Pb1,298.0,45.773
4029,O1Pb1,1300.0,64.183
4030,O1Pb1,1200.0,62.927
4031,O1Pb1,1100.0,61.672
4032,O1Pb1,1000.0,60.417
4033,O1Pb1,900.0,59.162
4034,O1Pb1,800.0,57.907
4035,O1Pb1,762.0,57.43
4036,O1Pb1,700.0,56.651
4037,O1Pb1,600.0,55.396
4038,O1Pb1,500.0,53.43
4039,O1Pb1,400.0,50.375
4040,O1Pb1,300.0,45.86600000000001
4041,O1Sr1,298.0,45.409
4042,O1Sr1,3500.0,73.086
4043,O1Sr1,3400.0,72.438
4044,O1Sr1,3300.0,71.785
4045,O1Sr1,3200.0,71.132
4046,O1Sr1,3100.0,70.479
4047,O1Sr1,3000.0,69.827
4048,O1Sr1,2938.0,69.425
4049,O1Sr1,2900.0,69.17399999999999
4050,O1Sr1,2800.0,68.517
4051,O1Sr1,2700.0,67.86399999999999
4052,O1Sr1,2600.0,67.208
4053,O1Sr1,2500.0,66.551
4054,O1Sr1,2400.0,65.89
4055,O1Sr1,2300.0,65.229
4056,O1Sr1,2200.0,64.563
4057,O1Sr1,2100.0,63.898
4058,O1Sr1,2000.0,63.229
4059,O1Sr1,1900.0,62.559
4060,O1Sr1,1800.0,61.881
4061,O1Sr1,1700.0,61.199
4062,O1Sr1,1600.0,60.50899999999999
4063,O1Sr1,1500.0,59.81
4064,O1Sr1,1400.0,59.103
4065,O1Sr1,1300.0,58.379
4066,O1Sr1,1200.0,57.639
4067,O1Sr1,1100.0,56.873000000000005
4068,O1Sr1,1000.0,56.074
4069,O1Sr1,900.0,55.22
4070,O1Sr1,800.0,54.3
4071,O1Sr1,700.0,53.262
4072,O1Sr1,600.0,52.049
4073,O1Sr1,500.0,50.534
4074,O1V1,298.0,45.501000000000005
4075,O1V1,2500.0,83.18299999999999
4076,O1V1,2400.0,81.718
4077,O1V1,2300.0,80.25
4078,O1V1,2200.0,78.781
4079,O1V1,2100.0,77.298
4080,O1V1,2063.0,76.747
4081,O1V1,2000.0,75.847
4082,O1V1,1900.0,74.339
4083,O1V1,1800.0,72.851
4084,O1V1,1700.0,71.351
4085,O1V1,1600.0,69.842
4086,O1V1,1500.0,68.325
4087,O1V1,1400.0,66.791
4088,O1V1,1300.0,65.243
4089,O1V1,1200.0,63.677
4090,O1V1,1100.0,62.086000000000006
4091,O1V1,1000.0,60.463
4092,O1V1,900.0,58.803
4093,O1V1,800.0,57.099
4094,O1V1,700.0,55.343
4095,O1V1,600.0,53.53
4096,O1V1,500.0,51.651
4097,O1V1,400.0,49.58
4098,O1V1,300.0,45.647
4099,O2.72W1,298.0,68.283
4100,O2.72W1,2900.0,119.579
4101,O2.72W1,2800.0,118.324
4102,O2.72W1,2700.0,117.068
4103,O2.72W1,2600.0,115.813
4104,O2.72W1,2500.0,114.558
4105,O2.72W1,2400.0,113.303
4106,O2.72W1,2300.0,112.048
4107,O2.72W1,2200.0,110.792
4108,O2.72W1,2100.0,109.537
4109,O2.72W1,2000.0,108.282
4110,O2.72W1,1900.0,107.027
4111,O2.72W1,1800.0,105.772
4112,O2.72W1,1700.0,104.516
4113,O2.72W1,1600.0,103.261
4114,O2.72W1,1500.0,102.006
4115,O2.72W1,1400.0,100.751
4116,O2.72W1,1300.0,99.286
4117,O2.72W1,1200.0,97.822
4118,O2.72W1,1100.0,96.441
4119,O2.72W1,1000.0,95.019
4120,O2.72W1,900.0,93.471
4121,O2.72W1,800.0,91.839
4122,O2.72W1,700.0,89.81
4123,O2.72W1,600.0,86.985
4124,O2.72W1,500.0,82.927
4125,O2.72W1,400.0,76.902
4126,O2.72W1,300.0,68.408
4127,O2.96W1,298.0,72.383
4128,O2.96W1,2900.0,124.6
4129,O2.96W1,2800.0,123.344
4130,O2.96W1,2700.0,122.089
4131,O2.96W1,2600.0,120.834
4132,O2.96W1,2500.0,119.579
4133,O2.96W1,2400.0,118.324
4134,O2.96W1,2300.0,117.068
4135,O2.96W1,2200.0,115.813
4136,O2.96W1,2100.0,114.558
4137,O2.96W1,2000.0,113.303
4138,O2.96W1,1900.0,112.048
4139,O2.96W1,1800.0,110.792
4140,O2.96W1,1700.0,109.537
4141,O2.96W1,1600.0,108.282
4142,O2.96W1,1500.0,107.194
4143,O2.96W1,1400.0,106.106
4144,O2.96W1,1300.0,104.851
4145,O2.96W1,1200.0,103.512
4146,O2.96W1,1100.0,102.215
4147,O2.96W1,1000.0,100.709
4148,O2.96W1,900.0,99.37
4149,O2.96W1,800.0,97.404
4150,O2.96W1,700.0,95.312
4151,O2.96W1,600.0,92.257
4152,O2.96W1,500.0,87.86399999999999
4153,O2.96W1,400.0,81.50399999999999
4154,O2.96W1,300.0,72.634
4155,O2Pb1,298.0,61.17
4156,O2Pb1,1100.0,79.669
4157,O2Pb1,1000.0,79.301
4158,O2Pb1,900.0,78.602
4159,O2Pb1,800.0,77.571
4160,O2Pb1,700.0,76.21
4161,O2Pb1,600.0,74.517
4162,O2Pb1,500.0,71.69800000000001
4163,O2Pb1,400.0,67.613
4164,O2Pb1,300.0,61.318000000000005
4165,O2Si1,298.0,26.581
4166,O2Si1,2900.0,76.015
4167,O2Si1,2800.0,75.852
4168,O2Si1,2700.0,75.684
4169,O2Si1,2600.0,75.509
4170,O2Si1,2500.0,75.333
4171,O2Si1,2400.0,75.145
4172,O2Si1,2300.0,74.952
4173,O2Si1,2200.0,74.751
4174,O2Si1,2100.0,74.542
4175,O2Si1,2000.0,74.316
4176,O2Si1,1900.0,74.074
4177,O2Si1,1800.0,73.814
4178,O2Si1,1700.0,73.53399999999999
4179,O2Si1,1600.0,73.22
4180,O2Si1,1500.0,72.869
4181,O2Si1,1400.0,72.467
4182,O2Si1,1300.0,71.998
4183,O2Si1,1200.0,71.446
4184,O2Si1,1100.0,70.77199999999999
4185,O2Si1,1000.0,69.923
4186,O2Si1,900.0,68.82300000000001
4187,O2Si1,800.0,67.337
4188,O2Si1,700.0,65.229
4189,O2Si1,600.0,62.049
4190,O2Si1,500.0,56.856
4191,O2Si1,400.0,47.413
4192,O2Si1,300.0,27.154
4193,O2Ti1,298.0,55.271
4194,O2Ti1,1900.0,77.446
4195,O2Ti1,1800.0,77.362
4196,O2Ti1,1700.0,77.237
4197,O2Ti1,1600.0,77.111
4198,O2Ti1,1500.0,76.944
4199,O2Ti1,1400.0,76.735
4200,O2Ti1,1300.0,76.484
4201,O2Ti1,1200.0,76.191
4202,O2Ti1,1100.0,75.814
4203,O2Ti1,1000.0,75.354
4204,O2Ti1,900.0,74.726
4205,O2Ti1,800.0,73.86
4206,O2Ti1,700.0,72.655
4207,O2Ti1,600.0,70.89
4208,O2Ti1,500.0,68.145
4209,O2Ti1,400.0,63.593
4210,O2Ti1,300.0,55.471
4211,O2Zr1,298.0,56.191
4212,O2Zr1,3400.0,74.475
4213,O2Zr1,3300.0,74.475
4214,O2Zr1,3200.0,74.475
4215,O2Zr1,3100.0,74.475
4216,O2Zr1,3000.0,74.475
4217,O2Zr1,2950.0,74.475
4218,O2Zr1,2900.0,74.475
4219,O2Zr1,2800.0,74.475
4220,O2Zr1,2700.0,74.475
4221,O2Zr1,2600.0,74.475
4222,O2Zr1,2500.0,74.475
4223,O2Zr1,2400.0,74.475
4224,O2Zr1,2300.0,74.475
4225,O2Zr1,2200.0,74.475
4226,O2Zr1,2100.0,74.475
4227,O2Zr1,2000.0,74.475
4228,O2Zr1,1900.0,74.475
4229,O2Zr1,1800.0,74.475
4230,O2Zr1,1700.0,74.475
4231,O2Zr1,1600.0,74.475
4232,O2Zr1,1500.0,74.475
4233,O2Zr1,1478.0,80.108
4234,O2Zr1,1478.0,74.475
4235,O2Zr1,1400.0,79.45
4236,O2Zr1,1300.0,78.58
4237,O2Zr1,1200.0,77.684
4238,O2Zr1,1100.0,76.743
4239,O2Zr1,1000.0,75.747
4240,O2Zr1,900.0,74.663
4241,O2Zr1,800.0,73.45
4242,O2Zr1,700.0,72.023
4243,O2Zr1,600.0,70.237
4244,O2Zr1,500.0,67.764
4245,O2Zr1,400.0,63.848
4246,O2Zr1,300.0,56.262
4247,O3V2,298.0,104.963
4248,O3V2,2700.0,193.437
4249,O3V2,2600.0,189.978
4250,O3V2,2500.0,186.526
4251,O3V2,2400.0,183.086
4252,O3V2,2340.0,181.021
4253,O3V2,2200.0,176.24599999999998
4254,O3V2,2100.0,172.847
4255,O3V2,2000.0,169.468
4256,O3V2,1900.0,166.112
4257,O3V2,1800.0,162.782
4258,O3V2,1700.0,159.481
4259,O3V2,1600.0,156.221
4260,O3V2,1500.0,153.005
4261,O3V2,1400.0,149.841
4262,O3V2,1300.0,146.741
4263,O3V2,1200.0,143.718
4264,O3V2,1100.0,140.786
4265,O3V2,1000.0,137.957
4266,O3V2,900.0,135.246
4267,O3V2,800.0,132.639
4268,O3V2,700.0,130.071
4269,O3V2,600.0,127.326
4270,O3V2,500.0,123.75
4271,O3V2,400.0,117.54
4272,O3V2,300.0,105.26
4273,O4Pb2Si1,298.0,136.984
4274,O4Pb2Si1,1900.0,201.292
4275,O4Pb2Si1,1800.0,200.121
4276,O4Pb2Si1,1700.0,199.033
4277,O4Pb2Si1,1600.0,197.903
4278,O4Pb2Si1,1500.0,196.648
4279,O4Pb2Si1,1400.0,195.30900000000003
4280,O4Pb2Si1,1300.0,193.719
4281,O4Pb2Si1,1200.0,192.046
4282,O4Pb2Si1,1100.0,190.79
4283,O4Pb2Si1,1000.0,189.117
4284,O4Pb2Si1,900.0,186.774
4285,O4Pb2Si1,800.0,184.18
4286,O4Pb2Si1,700.0,180.12099999999998
4287,O4Pb2Si1,600.0,173.343
4288,O4Pb2Si1,500.0,163.762
4289,O4Pb2Si1,400.0,152.005
4290,O4Pb2Si1,300.0,137.235
4291,O4S1Zn1,298.0,99.035
4292,O4S1Zn1,1900.0,145.185
4293,O4S1Zn1,1800.0,145.185
4294,O4S1Zn1,1700.0,145.185
4295,O4S1Zn1,1600.0,145.185
4296,O4S1Zn1,1500.0,145.185
4297,O4S1Zn1,1400.0,145.185
4298,O4S1Zn1,1300.0,145.185
4299,O4S1Zn1,1200.0,145.185
4300,O4S1Zn1,1100.0,145.185
4301,O4S1Zn1,1013.0,142.13
4302,O4S1Zn1,1013.0,145.185
4303,O4S1Zn1,1000.0,142.005
4304,O4S1Zn1,900.0,140.875
4305,O4S1Zn1,800.0,139.704
4306,O4S1Zn1,700.0,138.57399999999998
4307,O4S1Zn1,600.0,137.444
4308,O4S1Zn1,540.0,136.817
4309,O4S1Zn1,540.0,136.817
4310,O4S1Zn1,500.0,131.21
4311,O4S1Zn1,400.0,116.022
4312,O4S1Zn1,300.0,99.37
4313,O4Si1Zr1,298.0,98.659
4314,O4Si1Zr1,2900.0,150.624
4315,O4Si1Zr1,2800.0,150.624
4316,O4Si1Zr1,2700.0,150.624
4317,O4Si1Zr1,2600.0,150.624
4318,O4Si1Zr1,2500.0,150.624
4319,O4Si1Zr1,2400.0,150.624
4320,O4Si1Zr1,2300.0,150.624
4321,O4Si1Zr1,2200.0,150.624
4322,O4Si1Zr1,2100.0,150.624
4323,O4Si1Zr1,2000.0,150.624
4324,O4Si1Zr1,1900.0,150.624
4325,O4Si1Zr1,1800.0,150.624
4326,O4Si1Zr1,1700.0,150.624
4327,O4Si1Zr1,1600.0,150.624
4328,O4Si1Zr1,1500.0,150.624
4329,O4Si1Zr1,1400.0,150.415
4330,O4Si1Zr1,1300.0,150.164
4331,O4Si1Zr1,1200.0,149.704
4332,O4Si1Zr1,1100.0,148.741
4333,O4Si1Zr1,1000.0,147.27700000000002
4334,O4Si1Zr1,900.0,145.268
4335,O4Si1Zr1,800.0,142.674
4336,O4Si1Zr1,700.0,138.825
4337,O4Si1Zr1,600.0,133.679
4338,O4Si1Zr1,500.0,125.938
4339,O4Si1Zr1,400.0,114.642
4340,O4Si1Zr1,300.0,99.119
4341,P1,298.0,23.825
4342,P1,900.0,26.485
4343,P1,800.0,26.485
4344,P1,700.0,26.485
4345,P1,600.0,26.485
4346,P1,500.0,26.485
4347,P1,450.0,25.997
4348,P1,400.0,25.313
4349,P1,350.0,24.731
4350,P1,317.3,24.351
4351,P1,300.0,23.87
4352,P4S3,298.0,146.44
4353,P4S3,1900.0,146.44
4354,P4S3,1800.0,146.44
4355,P4S3,1700.0,146.44
4356,P4S3,1600.0,146.44
4357,P4S3,1500.0,146.44
4358,P4S3,1400.0,146.44
4359,P4S3,1300.0,146.44
4360,P4S3,1200.0,146.44
4361,P4S3,1100.0,146.44
4362,P4S3,1000.0,146.44
4363,P4S3,900.0,146.44
4364,P4S3,800.0,146.44
4365,P4S3,700.0,146.44
4366,P4S3,600.0,146.44
4367,P4S3,500.0,146.44
4368,P4S3,440.0,146.44
4369,P4S3,400.0,146.44
4370,P4S3,300.0,146.44
4371,Pb1S1,1700.0,62.551
4372,Pb1S1,1600.0,61.714
4373,Pb1S1,1500.0,60.877
4374,Pb1S1,1400.0,59.957
4375,Pb1S1,1300.0,59.036
4376,Pb1S1,1200.0,58.074
4377,Pb1S1,1100.0,57.153
4378,Pb1S1,1000.0,56.191
4379,Pb1S1,900.0,55.271
4380,Pb1S1,800.0,54.308
4381,Pb1S1,700.0,53.346
4382,Pb1S1,600.0,52.38399999999999
4383,Pb1S1,500.0,51.463
4384,Pb1S1,400.0,50.459
4385,Pb1S1,300.0,49.455
4386,Pb1S1,298.0,-49.438
4387,Rb1,500.0,49.699
4388,Rb1,450.0,45.082
4389,Rb1,400.0,40.465
4390,Rb1,350.0,35.848
4391,Rb1,312.65,32.401
4392,Rb1,300.0,31.188
4393,Rb1,298.0,31.062
4394,S1,700.0,31.045
4395,S1,600.0,28.995
4396,S1,500.0,26.945
4397,S1,450.0,25.92
4398,S1,400.0,24.895
4399,S1,368.3,24.246
4400,S1,350.0,23.87
4401,S1,300.0,22.744
4402,S1,298.0,22.698
4403,S1Sr1,2900.0,66.212
4404,S1Sr1,2800.0,65.689
4405,S1Sr1,2700.0,65.166
4406,S1Sr1,2600.0,64.643
4407,S1Sr1,2500.0,64.12
4408,S1Sr1,2400.0,63.597
4409,S1Sr1,2300.0,63.074
4410,S1Sr1,2200.0,62.551
4411,S1Sr1,2100.0,62.028
4412,S1Sr1,2000.0,61.505
4413,S1Sr1,1900.0,60.982
4414,S1Sr1,1800.0,60.459
4415,S1Sr1,1700.0,59.951
4416,S1Sr1,1600.0,59.455
4417,S1Sr1,1500.0,58.937
4418,S1Sr1,1400.0,58.409
4419,S1Sr1,1300.0,57.87
4420,S1Sr1,1200.0,57.321000000000005
4421,S1Sr1,1100.0,56.777
4422,S1Sr1,1000.0,56.233
4423,S1Sr1,900.0,55.522
4424,S1Sr1,800.0,54.894
4425,S1Sr1,700.0,54.099
4426,S1Sr1,600.0,53.179
4427,S1Sr1,500.0,51.882
4428,S1Sr1,400.0,50.208
4429,S1Sr1,300.0,48.727
4430,S1Sr1,298.0,48.702
4431,Sr1,1400.0,38.801
4432,Sr1,1300.0,37.604
